GeneID,67_S53,68_S54
Fam126a,442,680
Lsm12,1455,1225
Apol10a,0,0
Dhx35,369,346
Srpk1,2058,2048
Derl1,3508,3401
Kif2b,0,0
1700066M21Rik,97,118
Rnf157,1533,1228
Faim2,0,0
Coq9,1260,1043
Ppat,896,908
Odf3,0,0
Cyp2d40,0,0
9630013A20Rik,0,0
Zfp746,551,435
Cox6a1,12443,9678
Zfp541,0,0
Gm15816,0,0
Btbd35f13,0,0
1700055D16Rik,0,0
3632454L22Rik,0,1
C030023E24Rik,0,0
Gm8773,136,142
Gm9962,0,0
Rem1,0,0
Pxmp2,349,257
Nectin2,92,57
Elf5,0,0
Ptprm,0,0
Enah,44,71
4930461G14Rik,0,0
Lrrc34,2,1
Fancg,612,431
Aldh1a3,11,0
Fubp3,437,409
Mir7687,3,4
Slfn1,256,443
Trh,0,0
Tnfsf10,423,444
Traf6,1255,1352
Traf4,3202,3220
Cpne8,0,0
Plaur,0,0
Car14,0,0
Mir8110,0,0
Mir8109,0,0
Suclg2,575,483
Sec63,1778,1489
Magea8,0,0
Ripk2,659,513
Magea3,0,0
6530403H02Rik,0,0
Urb1,250,406
Dmtf1,391,386
Colec12,0,0
Bcar3,0,0
Olfr959,0,0
Ikzf3,2076,2698
Zfx,337,303
Zfr,1276,1572
Zfpm2,0,0
Zfp54,52,56
Zfp41,92,147
Zfp39,113,109
Letmd1,533,521
Mfsd11,489,427
Nccrp1,14,24
Slfn14,1,2
4930445N18Rik,1,0
Sgo2a,170,344
Mir376c,0,0
1700067G17Rik,0,0
Spin2d,0,0
4930500F04Rik,0,0
Ptprq,0,0
Cnfn,0,0
Cd59b,14,13
2610001J05Rik,1803,1344
Retreg3,640,803
Ro60,112,123
Gm2431,0,0
Gm4984,0,0
Gm14569,0,0
Oxct2a,0,0
Perp,58,38
Hapln2,0,0
Sv2a,33,67
Snord49b,4,5
Gm21704,0,0
Aqp9,798,611
Agrp,13,10
Mmachc,328,194
Trappc6a,4580,4307
9130401M01Rik,1080,900
Ppp1r14c,11,7
Zfp593,190,142
Stag3,19,12
Armh4,0,6
Mir467h,0,0
Gpr176,3,16
Kidins220,1157,1442
Taf7l,0,0
Pax1,0,0
Faah,1442,2021
Ncoa2,494,651
Nid2,33,47
Calm1,39241,33680
Nfib,0,0
Gfy,0,0
Trmt2a,1318,1263
Tex19.2,0,0
Armcx1,26,15
Spink12,0,0
Snrnp25,1768,1467
Creb3l4,3,1
Ppargc1b,71,86
Gm34068,0,0
Smok3c,0,0
Clock,154,158
Plcl1,27,15
Prrc2b,1575,1616
Vmn2r45,0,0
Mir466f-2,0,0
Mup12,0,0
Kcnk7,419,466
Rps11,19489,15604
Scel,39,42
Dmac1,1001,772
Pld3,15467,12767
Nxnl2,21,28
St14,1466,1652
1810065E05Rik,2,1
2410017I17Rik,0,0
Unc5cl,92,191
Atp13a1,2177,2285
Csta2,7,4
Hhat,117,87
Imp3,1609,1204
Tor1a,1785,1561
Ppan,1186,802
Zfp526,18,35
Mir6396,0,0
Unc13b,0,3
Gm19510,9,21
Cenpk,403,360
Vmn1r137,0,0
Lrrc31,0,0
Map3k8,491,428
Foxd1,0,0
Cd22,0,0
Mbl1,0,0
Snhg4,69,44
Zfand4,139,135
Hdgfl3,316,316
Kcnd3os,0,0
Gm7056,0,0
E330023G01Rik,0,0
4930484H19Rik,0,0
Gm19689,0,0
Gm9920,0,1
Dxo,457,417
Cela1,73,43
Sncb,26,32
Vps37d,5,10
Slc44a1,89,139
Bsdc1,572,489
Lrrk1,2436,1937
Ipo13,874,698
Bcdin3d,196,195
Klhl24,214,233
Bcl2l12,285,211
Cyp4f18,0,0
Agk,309,238
Akt1s1,368,288
Dnah10,0,0
Cnn2,19080,18119
2610042L04Rik,0,0
4930578N18Rik,0,0
Npat,411,637
2310010J17Rik,53,77
A630019I02Rik,0,0
Tspan2os,0,1
Vmn2r104,0,0
Vmn2r103,0,0
Vmn2r102,0,0
Plcb1,0,0
Abca6,0,0
Vmn1r19,0,0
Vmn1r18,0,0
Vmn1r28,0,0
Mnat1,863,821
C130083M11Rik,0,0
Galc,104,180
Ndc1,427,583
Ssr3,3874,3549
Ankrd33b,34,3
4921536K21Rik,0,5
Slc6a14,0,0
Tmem178,0,0
Piwil2,299,291
Cfap45,8,6
Bdh1,1101,867
D630023F18Rik,0,0
Pafah2,108,124
Bfar,1123,1080
Tm2d3,781,661
Erc1,551,507
Spidr,749,774
Actbl2,0,0
Gpr150,25,21
Nup188,894,1079
Ankrd33,0,0
Pknox2,0,0
Rbm12b2,43,46
Tpd52l1,0,0
Senp2,1019,1339
Fam53c,740,880
Myoz2,0,0
Zfp146,25,66
Apoa4,0,0
Klra5,2452,1756
Trpc4ap,4302,5224
Kcnk3,8,1
Kcnk2,0,0
Batf,1672,1233
Mcrs1,964,940
Mir6996,0,0
Zbtb24,744,684
Chil1,0,0
Chgb,0,2
Chga,0,2
Nat1,0,0
Bcl6b,0,1
Bax,5182,3895
Nap1l2,0,0
Cfl2,122,85
Cfl1,40103,32495
Cfi,0,1
Pcf11,547,446
Myct1,0,0
Esyt2,1586,2064
Slc22a21,20,11
Fam184b,5,24
Nav3,0,0
Mthfd2l,65,30
1110012L19Rik,466,489
Spertl,0,0
Nelfb,3634,3525
Fancf,288,249
B3glct,235,205
Mir7676-2,0,0
Defa17,0,0
Timm13,4193,2921
Fbxw4,492,437
Trim34a,78,96
Olfr724,0,0
Olfr1410,0,0
Zfp277,598,732
Nr0b1,0,0
Ly9,846,1062
Adam2,0,0
Foxs1,0,0
Foxf2,3,2
Sapcd1,0,0
Slc12a9,127,141
Slc6a11,9,0
Wrnip1,1747,1548
Pdss2,240,179
Kdm5a,1437,1575
4833418N02Rik,32,19
Olfr54,0,0
Gpr33,0,0
Cyp4v3,291,365
Insyn2b,17,24
Arl14ep,640,464
Denn2b,20,11
Srsf9,4029,3165
Srsf3,5661,5138
Fank1,0,0
Fam243,4,1
Sdhd,5615,5212
Parpbp,237,270
Rras2,1218,1195
4930429D17Rik,0,0
Psmf1,1453,1352
Vmn1r163,0,0
6030498E09Rik,0,0
2410141K09Rik,0,0
Lars,2794,2869
Upp2,4,1
Pcmtd2,492,477
Rad51c,160,67
Prkcg,2,10
Synpo2l,1,8
Epo,0,0
4930598F16Rik,0,0
4930405A21Rik,13,6
Ripk3,3212,3178
Apoo,50,53
Spn,3088,2906
Serpine2,5966,3324
Pglyrp1,1391,1333
Tnfaip6,0,0
Tnfaip3,1712,1869
Tnfaip2,2,0
Cox11,432,395
1110046J04Rik,82,50
E130310I04Rik,0,0
Gm1966,353,607
Fam205a1,0,0
Gaa,1773,1798
Spsb2,221,113
St18,0,0
Bcam,24,47
Trappc3,1652,1423
Cops5,2857,2234
Krtap15,0,0
4930519G04Rik,0,0
Gpr85,6,4
1700123K08Rik,0,0
Rnf170,228,189
B930018H19Rik,0,6
Ipo8,1029,927
Uba5,1903,1508
Grhl2,7,2
Rnf165,3,2
Dok5,0,0
Arl4d,19,28
Gm30498,0,0
Gm28979,0,0
Minar2,0,0
1700019A02Rik,0,0
Gm37065,0,3
Mcm2,3304,3122
Mir6344,0,0
Mir6343,0,0
Map4k1,3557,3347
Mir6541,0,0
Rev1,125,102
Arx,0,0
2810429I04Rik,16,19
Prb1,0,0
Fbxo28,582,541
Tekt1,0,0
Rad21l,0,0
Shprh,223,158
Cd209c,0,0
Ism2,0,2
Mybl1,35,14
Stx18,713,831
Cacnb4,9,12
Esd,4083,3658
Bmp5,0,0
Pctp,452,392
Padi2,5080,4909
Vmn1r23,0,0
Cavin1,18,12
Omd,0,0
Srp54c,0,0
Me3,0,0
Eif4e1b,0,0
Gm11548,0,0
Nsd2,1676,1939
Hbb-b1,0,0
Ido1,0,3
Cracr2a,320,379
Tmem128,1268,1090
Mplkip,699,531
E530001F21Rik,0,0
Rpph1,406,196
Cyp2c50,0,0
Abhd15,326,291
Glo1,1383,1029
Slc22a13,0,0
Cstf2t,551,483
Lamtor2,2225,1819
Tor1aip1,1558,1691
Mfsd2a,194,187
Spatc1l,0,0
Rflnb,108,121
Klra7,16,9
Cacna1s,129,89
Hs1bp3,255,181
Urm1,234,196
Gtf2e2,1677,1519
Ipmk,542,542
Plin5,0,0
Bbs7,71,41
D11Wsu47e,306,302
Urgcp,1312,1173
E130102H24Rik,1,0
Mettl7a3,0,0
Tgtp1,405,711
Hexb,1653,1853
Ube4a,685,769
1700122O11Rik,0,0
Zfp444,1079,1066
2700097O09Rik,232,166
Ifrd1,1115,886
Gpr37l1,0,0
Mrps25,910,792
Stimate,681,649
Mir669a-5,0,0
Lypd3,0,1
Prl8a1,0,0
Gstp3,1072,1188
Pfn1,75251,60051
Acot1,0,0
Ing5,392,232
Cbx8,193,123
Scnn1g,0,0
Ybx3,13884,11294
Ybx1,28020,21329
Ercc5,351,461
Xpa,378,403
Xirp1,1,23
Xdh,853,1009
Gzf1,286,295
Sftpa1,0,0
Alpk1,2,6
Gja10,0,0
Gja1,0,0
Tsc22d3,634,741
Serpinf1,13,18
Ncf2,165,205
Usp25,2051,2761
Wnt8b,0,0
Elp5,1879,1623
Obox1,0,0
Rab33a,51,42
Naaladl1,1,1
Cep19,1161,1118
Tcl1b1,0,0
Tcl1b3,0,0
Gm7978,0,0
Pgm2l1,66,77
Tmem216,323,221
A1cf,0,3
Prpf40a,3836,3616
Mir291b,0,0
Mybpc1,0,3
Gatc,241,252
Plk2,86,174
Acot9,3499,3063
Slc9a8,353,441
Fam89b,1472,1262
Slc46a3,360,347
Fam161a,90,93
Pdgfa,88,89
Ggn,10,13
C730002L08Rik,0,0
9530080O11Rik,0,2
Tigd4,0,0
Msantd1,1,0
Rbbp5,535,523
Mtmr12,833,1084
Trim23,44,61
Cfap99,0,1
Ccdc87,0,0
Thoc5,750,691
Lpcat2,0,0
Apol8,10,4
Nckipsd,367,339
Slc35c1,928,813
Fstl3,4,2
Psg25,0,0
Doc2b,0,0
Sorbs1,245,105
Slc22a1,0,0
2900060B14Rik,63,62
Cdan1,432,447
Olfr1344,0,0
Nap1l4,4138,3866
Gm10845,0,0
C530008M17Rik,0,0
Rif1,1076,1096
C1rl,0,0
Mir291a,0,0
Fam168a,266,246
Ganab,4560,4504
Rnf227,74,88
Dscam,142,125
Aipl1,78,64
Rem2,17,17
Otud7a,0,0
Ttc21a,3,4
Amn,0,5
Krtap19-1,0,0
Krtap19-4,0,0
Htr4,1,0
Prpf18,1215,1259
Eftud2,4420,4077
Nr4a2,1934,1633
Syce1,16,6
Lrrc27,168,142
Vsx2,0,0
Abhd5,704,644
Entpd4,0,0
Mir7059,0,1
Rnf32,1,1
Gsdmc4,0,3
4930429F24Rik,6,11
Tmprss9,0,7
Hras,2525,1839
Mir7067,0,1
Mir7062,0,0
Mir7061,0,0
Mir7060,0,0
Eps15,1288,1777
Sele,0,0
Zfp14,22,16
Pcp4l1,0,0
4930402F11Rik,0,0
1700128F08Rik,0,0
Mir8114,0,0
Mir8113,0,0
Cir1,297,252
Plin3,2308,2659
A930003A15Rik,1,0
Tgif1,211,178
Mpzl2,335,367
Edrf1,284,227
Prl2a1,0,0
Dusp26,0,0
C6,0,0
Lrguk,0,0
Cpa1,0,0
Palm3,4,20
Sys1,2860,2357
Mrpl20,2706,2040
Inava,3,8
Bmp6,0,0
E2f7,138,161
Reep1,93,234
Nop16,1457,1026
Hmgb4os,0,0
Lamtor4,1225,984
Nfasc,0,0
Slc45a3,0,0
Slc22a2,0,0
Fabp1,0,0
Zfp954,444,539
2610044O15Rik8,160,118
Oat,1558,1555
Fzd2,0,3
Retnla,0,0
Oog4,0,0
Ccdc180,1,3
Lat2,5750,3863
Gsdme,270,169
Ddx59,150,141
Srsf6,3785,3424
Gm10433,2,4
Kif16bos,3,0
Cnnm2,215,150
Ctf2,0,0
Tmem156,228,212
Ky,2,0
Isca1,914,873
Gm7609,0,0
Tacc3,3042,3052
Usp3,1685,1910
Gm20362,0,0
Gm31520,11,5
Rb1,876,1339
Foxo4,14,16
Npff,0,6
Casc4,132,115
1700018A04Rik,1,2
Obp1b,0,0
Mybph,0,0
Gm5512,4,10
Dsel,60,20
Tmem236,0,0
Wrn,364,923
Qk,1029,1140
Dynll2,712,661
Ccdc162,20,31
Naa15,1723,1750
Sephs2,2972,2584
Sprr1b,0,0
Sprr1a,3,0
Fdx2,12,10
Gm12258,9,13
Vegfd,9,3
Haus2,457,399
Naip2,302,242
Zfp599,111,146
Inafm1,41,26
Mcm6,8559,9388
Dclre1a,125,191
Ap3m1,884,1002
Fnbp4,689,606
Slc25a35,196,181
Cd163l1,28,36
Phf1,259,252
Rbm8a,3438,2679
Abcc6,0,0
Ube2i,2213,2033
Krt35,0,0
Medag,0,0
Dusp9,203,182
Etohd2,23,18
Ephx3,0,0
Kansl1,903,1104
Arnt2,107,21
Bcl7a,44,23
Gm5079,0,0
Engase,214,194
Fktn,27,32
Letm2,164,132
Btnl2,0,1
Scube2,0,0
Dusp3,445,294
Nradd,5,6
Arl8b,1492,1644
Eef1g,8949,6574
Sft2d3,577,382
Wdr64,0,0
4930592A05Rik,0,0
1190007I07Rik,239,210
Uchl5,2637,2252
Atxn3,270,252
Mir8091,0,0
Snhg5,244,149
Pgbd1,15,9
Ndel1,1773,1546
Col23a1,9,11
Tshz1,624,647
Zfp664,401,460
Atp5g1,3533,2539
Slc3a2,8465,6586
Ccdc62,58,71
Grm1,0,0
Gm16513,0,0
1700007P06Rik,0,0
Gm6634,37,11
Gdf1,0,0
1700024I08Rik,0,0
A330009N23Rik,15,8
Spns2,105,45
6330549D23Rik,12,9
Rlbp1,0,9
Aldoart1,30,22
Phlpp2,26,26
Flcn,377,339
Mcpt4,0,0
Zfp46,115,165
Bub1b,1597,1911
4930534H03Rik,0,0
Ephb4,0,0
Pop1,327,457
Egfl6,0,0
Fbp1,22,0
Usp9x,565,1056
Siae,338,425
Nr1d2,32,55
Ppp2r1a,7784,7324
Zfp128,24,23
Fermt3,12134,10635
Bclaf1,1583,1546
Cdh8,0,0
Slc46a2,0,0
Prkcd,906,891
Prkca,192,222
Dennd1c,1371,1288
Mir1928,0,0
Olfr596,0,0
D730005E14Rik,39,52
Gm15760,22,18
Mir297c,0,0
Rbm15,539,538
Magea6,0,0
Magea5,0,0
Htatsf1,1205,931
Ankrd13d,249,312
1110004F10Rik,2900,2720
Dstn,1274,1032
Tmed2,3134,2869
Fam187a,0,0
Hacd4,9,9
Dbil5,2,6
Cd33,8,1
Paqr4,983,777
Nhp2,4023,2952
Krtap7-1,0,0
Col24a1,0,0
Mapk6,1615,1809
Clcn1,0,2
Tmem135,650,696
Asz1,0,0
Gtf2h2,809,625
Lnx2,759,641
Cby1,614,516
Usp37,314,396
Arsi,0,0
Iqca,0,0
Csnka2ip,0,0
Hcfc2,830,840
Cfap47,0,0
D6Ertd527e,6,8
Ivl,0,1
Gimap1,4947,5245
Fabp6,0,0
Il9r,0,0
4930526L06Rik,0,0
4930524O05Rik,0,0
Atxn7l3,640,571
Hsbp1l1,2,10
C2cd4d,0,0
Irs3,0,0
1600014C23Rik,8,3
Cdyl,115,110
Ftmt,0,0
1700063A18Rik,0,0
Ccdc158,0,0
5031425E22Rik,214,147
Sec24d,1943,1940
Syt10,0,0
Riiad1,0,0
Dmac2,714,653
Eid3,2,3
Cdrt4,0,0
C4bp,0,0
Cdh2,0,0
Hsd11b2,0,0
Hsd11b1,688,520
Pisd-ps2,12,17
Pradc1,584,523
E330013P04Rik,0,1
Aatf,1030,718
Dhdh,94,93
Mir692-2,0,0
Gm28043,0,3
Ccr1l1,7,5
Slamf6,90,97
Mad2l2,1223,1002
E2f2,613,732
5031426D15Rik,3,5
Snhg17,92,71
Bphl,444,409
Apopt1,828,725
Cdk13,2181,1795
Mrpl30,2028,1705
Nup35,180,170
Hnrnpa0,1165,864
Map1b,52,52
Aldoc,7504,8667
Ntrk3,8,0
Mmp14,11,1
Mmp13,0,14
Mmp11,11,46
B3gnt6,0,0
Tex24,0,0
Fam20c,6,9
Plcxd1,357,468
Gm20324,27,49
R3hdml,0,0
Sult1d1,0,0
Rnf187,7530,6420
Amotl2,0,0
Rasa2,750,704
Tcp1,7092,6321
BC005537,493,472
Mmrn1,0,0
Snrpd3,3641,2787
Nfrkb,739,663
Sycp1-ps1,0,0
Pla2g10,0,0
Lmbrd1,554,424
Ddx56,1742,1618
Olfr1121,0,0
Olfr390,0,0
Olfr397,0,0
Olfr1491,0,0
Gm5069,12,21
Gm5065,0,0
Gm6455,26,12
Thoc7,1945,1583
Olfr1565,0,0
Dcaf6,62,116
Fhad1,5,1
AI839979,3,6
Myo1e,1688,1204
Vmn1r249,0,0
Limch1,0,0
Zfp672,457,454
Mir582,0,0
Kcnk10,3,0
Tgm2,0,0
Elavl3,0,0
Myl2,0,1
Clstn3,0,0
Hgd,1,0
Dennd5a,1083,1478
Olfr701,0,0
Erg28,2061,1793
Syt5,86,110
Serpinb1c,0,0
Fam209,1,4
Ocel1,546,471
Gab1,0,0
Cidec,0,0
4930567H12Rik,0,0
Selenoo,369,375
Tlx1,0,0
Foxj2,349,408
Tsga8,0,0
Trp53inp1,353,633
Actn4,9706,9282
Ube2cbp,86,37
Vipas39,947,719
Fxr1,1050,1078
Fbxl16,18,1
Gm13133,0,0
Gm17660,0,0
Gm4952,0,2
Olfr789,0,0
Epb41l2,1013,1288
Zfp24,875,755
Ubiad1,303,447
D030047H15Rik,10,13
Gm11190,0,0
Gm10248,0,0
Rgs22,1,0
Abca16,0,0
Gm13420,11,30
Fam81b,0,0
Tmem167b,602,647
Dkk2,0,0
3010001F23Rik,0,0
Mfhas1,333,291
Retn,1,0
4930432J09Rik,0,0
Gm1653,0,0
6530402F18Rik,204,157
Lpcat2b,0,0
Fgf23,0,2
Stk35os1,3,4
Krt18,64,89
Spry1,101,104
Psma5,3503,2764
Wdr33,1708,1704
Atp9b,1108,1227
Rpl14,12088,9470
Mbnl2,751,690
Gm11517,2,11
1600029O15Rik,0,0
Lepr,10,10
Tmed7,2212,2540
Timp1,45,36
Srp72,5044,4344
Psg17,59,54
Akr1c18,16,41
4930542C21Rik,0,0
4930547E14Rik,0,1
Rdh9,0,0
Gtf3a,810,564
Rasd2,0,0
Kctd5,1056,914
Pheta2,32,28
Tdrkh,313,366
Mir547,0,0
Mif4gd,1769,1977
Iba57,352,354
Btbd35f21,0,0
Btbd35f23,0,0
Mir6769b,0,0
Epb41l5,59,28
Fhl2,873,574
Esam,1,0
Gm12339,0,0
Spindoc,497,356
Zfp568,85,32
Prss2,4,5
Lalba,0,0
Tpt1,6234,5037
Nsdhl,1141,1161
Tpo,0,0
Tpd52,1435,1673
Tunar,0,0
Pwwp3a,677,592
Pdzk1ip1,37,39
Zmat5,653,552
Zfp949,154,130
Llgl1,1159,1101
Ssrp1,6205,6684
Rps5,19554,15995
Rps4x,9567,7073
Rps29,3290,2015
Rps17,3927,2701
Rps15,7143,5046
Polr2c,1859,1707
Eif2b4,1268,1210
Aldh1a2,0,0
Rai1,618,577
C630031E19Rik,0,0
BC031361,9,11
Spg20,597,587
Lonp2,2947,2930
Ubap2,1016,1446
1700016P04Rik,0,0
Mir3078,0,0
Mir3076,0,0
Lnpep,886,1267
Bpi,0,0
Zfp647,22,35
Ror1,0,0
Bhmt,0,0
Acy3,3,0
1700072B07Rik,0,0
1700055C04Rik,0,0
Lmtk3,23,13
Rims1,0,0
Trdn,0,0
Srrm4os,0,0
Vmn1r193,0,0
Ifnk,0,0
Fbxw15,0,0
Gnrh1,1,2
Itga8,0,0
Msl1,521,406
Lurap1l,0,0
Armh1,1,0
Zfp503,0,0
Olfr384,0,0
Cdc73,939,769
Trf,254,143
Gdpd5,1173,536
Bglap2,0,0
Trappc2l,1045,779
4930478L05Rik,12,18
Gpbar1,12,19
Impg2,3,0
Zfp607b,53,46
Crip2,104,77
Wfdc18,0,0
Mir3061,2,3
Sec16a,1222,1498
Coro2b,0,0
Dcdc2a,0,0
Rimkla,4,3
Slfnl1,0,0
Smyd5,1139,909
P4ha3,5,3
Oplah,14,42
Zfp3,59,126
Ssxb8,0,0
Gm2696,0,0
Dnase1l3,0,0
B230214G05Rik,0,0
B4galt3,315,271
Fam181b,0,0
Gm19782,0,0
Nacad,2,3
Npw,10,22
Ccnd3,7891,6828
Diaph3,508,529
Rmdn1,401,356
Mir1964,0,0
Vsig10l,61,89
Ebf3,0,0
3830406C13Rik,1175,1101
Prph2,0,0
Prox1,0,0
B3galt2,1,5
Ess2,849,611
Htr6,0,0
Usp34,824,777
Vmn2r-ps11,0,0
Musk,0,0
Hoxc10,0,0
Ccdc71l,1508,1405
Tmem217,12,12
Cylc2,0,0
Mxi1,2143,2254
Zfp281,286,342
Igfn1,0,0
Gm11978,0,0
Magee2,0,0
Ccl4,46924,39253
9330159F19Rik,0,0
9130230L23Rik,25,29
Vgf,0,0
Gm45914,11,12
Pcdh1,0,0
Zfp263,532,596
Dmgdh,0,0
Gtf3c2,1412,1453
Rnf126,1769,1365
Mir106a,0,0
Mirlet7d,1,0
Bbs5,44,36
Serpina9,0,0
Slc9a3r1,9281,8708
A230107N01Rik,0,0
Ak8,1,2
Ctsw,11065,12751
Eya4,0,0
Adam9,544,597
Mir669a-4,0,0
E230025N22Rik,0,0
1500011B03Rik,196,126
1110006O24Rik,24,29
B230112J18Rik,0,0
Gm6559,0,0
A730006G06Rik,0,0
Gm38403,0,0
Omt2b,0,0
Fst,0,0
1700020A23Rik,1,0
Tnrc18,731,582
Pogz,117,151
Mir6400,0,0
Ubtfl1,0,0
Med13,444,427
Kbtbd3,70,73
Chrna2,3,7
Serpinb13,0,0
Slc5a4b,0,0
4921517D22Rik,0,0
4930509J09Rik,0,0
Klhl15,103,105
Ssr1,6936,6829
Megf11,90,48
Oas1h,0,0
Dyrk1a,720,780
Pfas,350,356
Tdpoz7,0,0
Asap2,29,27
Olfr1428,0,0
Snhg9,9,2
Adsl,3352,2742
Tcea1,1413,1226
Pald1,74,45
Klrc2,45,49
Psd3,6,7
Sesn3,539,516
Tktl2,0,0
Tc2n,0,0
Vmn1r22,0,0
Vmn1r30,0,0
Vmn1r4,0,0
Vmn1r5,0,0
Sh3bgr,0,0
Zmiz2,1784,1863
Tctex1d1,14,13
Tex43,0,0
Cep192,369,472
H3c1,67,88
Gipc1,2248,2026
Anapc11,2549,2292
Prr27,0,0
Arhgap21,376,399
Cntd1,14,34
Fam92a,1151,1028
Spata16,0,0
Art2a,3,2
Wscd1,85,72
Gm13212,50,78
Zfp474,0,0
Ppp2r3c,380,322
Chst12,4930,4984
Gbp9,325,315
Gm16576,53,77
Ace2,0,0
Pak3,0,0
T2,0,0
Cyp2c70,0,0
E430018J23Rik,45,54
Vnn3,0,0
Scamp4,3395,2969
Spty2d1,678,945
Pop5,1780,1279
Dynlrb1,4346,3489
Gm13034,3,2
Zfp668,253,302
Rpn1,13100,10858
Olfr1440,0,0
Olfr237,0,0
Mab21l3,0,0
Ralgapa1,1015,1502
Zc3h12c,24,26
Cpne5,9,18
Bnip1,867,766
Eepd1,4,20
Zfp711,0,0
Triml1,0,0
Ppp1r3b,438,360
Zfp507,158,147
Vezf1,288,280
Msi2,181,146
Deup1,0,0
Golga7b,0,0
Krt83,115,357
Kcnmb3,3,0
Mucl1,0,0
Ppard,59,41
4833417C18Rik,20,17
Tgm4,0,2
Gm6402,57,34
Gm14207,0,0
Actr10,3942,3504
Olfr1434,0,0
Olfr1441,0,0
Olfr76,0,0
Olfr1424,0,0
Prim1,856,993
Igdcc3,0,0
1700030J22Rik,2,19
Il1f6,0,0
Zbed3,402,347
Elf3,0,0
Cog5,638,622
Gm11538,8,2
Tha1,19,38
Pfn2,224,210
Omg,4,0
Myocd,0,0
Ccnb1ip1,0,0
Yeats2,203,264
4930567J20Rik,0,0
Gm5936,0,0
C230079O03Rik,0,0
Smr3a,0,0
Smpd1,6766,6830
Smn1,699,509
Mgat3,92,52
Meox1,0,0
4930500L23Rik,0,0
4930563F08Rik,0,0
Ist1,809,889
Arpc5l,2695,2413
1110059G10Rik,278,242
Sec22b,2992,2562
Chst2,35,69
AV064505,0,0
C030013C21Rik,2,3
1700100I10Rik,1,0
Timd2,5,3
Kif26b,0,0
Loxl4,11,7
Zyg11a,0,0
Gm19557,85,60
Mir3107,0,0
Mir3104,0,0
Rbks,272,214
Adrm1,1973,1601
Ren2,0,0
Slc51a,0,0
Mir7068,0,1
Gm20605,0,1
Panx1,1845,2066
Gm5737,0,0
Sertad2,702,574
Ubox5,237,231
Rnf128,594,428
Tfap4,72,31
Atic,757,580
Taf11,924,791
Vmn1r231,0,0
Spata48,8,17
Olfr10,0,0
Frem2,17,0
Cebpd,33,38
Mir8116,0,0
Kat7,1814,2055
Ippk,347,303
Unk,328,365
Kyat3,275,154
Prdm4,859,994
Gng4,0,1
Prmt2,1256,1167
Aadacl4fm4,0,0
Vmn1r194,0,0
Tcf7,111,544
Eif4e,2795,2702
Dmbx1,0,0
Supt7l,537,380
Krt19,7,2
Ralyl,0,0
S100a1,605,470
Czib,722,607
Olfr1276,0,0
Olfr1278,0,0
Olfr1279,0,0
Olfr720,0,0
Olfr1058,0,0
Olfr1323,0,0
Olfr1350,0,0
Gne,1670,1451
Cdh3,0,0
Olfr816,0,0
Olfr822,0,0
Olfr815,0,0
Mir1264,0,0
Tmem45a,176,204
Neo1,1,21
Npr1,1,1
Evc2,0,3
Cdh15,0,6
Hif3a,1,0
Wasl,412,356
Gm4894,0,0
Pik3ca,828,960
Larp4,852,1000
Sycp3,3,0
Ube2k,2159,1814
Plrg1,1604,1392
Vmn1r155,0,0
Mir3073a,0,0
Mir3070a,0,0
Mir3069,0,0
Tmed3,2893,2250
Tspan13,4925,5454
Rpl7a,6665,5116
Ccl24,0,0
Lsm7,746,495
Cxcl14,0,0
Morf4l1b,61,60
Tarbp2,728,583
Slc35f3,0,3
Ubl3,4559,4907
Angpt2,1,8
Gm12911,0,0
Aifm3,7,0
Golim4,935,939
Usp8,1164,1292
Abi3,2752,2480
4930428G15Rik,0,0
Nedd4l,211,219
Gm4301,0,0
Gm4312,0,0
Triqk,4,7
Hectd3,1249,1472
Cnot2,1367,1511
Ms4a19,0,0
Mir7069,0,0
Mblac2,214,196
Brd8dc,0,0
Cplx3,0,0
6330410L21Rik,0,0
Spn-ps,0,0
E330017L17Rik,5,2
Cdx1,0,0
Klf12,0,1
Gm364,0,0
Arpc1b,29615,24718
Gm33337,0,0
Tph1,0,0
Ndst3,0,1
Prdm11,33,29
Cyp2j12,0,0
Mau2,984,1242
Dlx1,1,0
Ltbp4,32,82
Mymx,0,0
Gm8989,0,0
F630028O10Rik,0,0
Slc13a5,0,0
Mir6401,0,0
Stx6,1722,1559
Spatc1,0,0
4930524O08Rik,0,0
Ociad1,3605,3177
Rims4,0,0
Thada,555,755
Slc5a4a,0,0
A630001G21Rik,203,120
Timm8b,1095,780
Clec4f,0,0
Gm33517,2,0
Gm16527,0,0
Gm8883,0,0
Krt31,0,0
Trhr2,0,4
Tppp2,0,0
Asxl3,0,0
Ift122,148,177
Bcl11b,2400,2811
OTTMUSG00000016609,0,0
C87977,0,0
Il1a,0,6
Zfp600,0,0
Exosc8,3384,3635
4930480E11Rik,0,0
Rmnd1,1,2
Sstr5,0,0
Gm6408,0,0
Gm5072,0,0
Rhox3e,0,0
Gm8300,0,0
Gm4027,0,0
Lsm10,903,847
Vmn1r111,0,0
Mpst,91,53
Marcks,480,343
Zfp970,19,8
Itga10,0,5
Ciz1,743,809
Chd1l,1000,821
1110058D11Rik,0,0
1700026J14Rik,0,0
4930517M08Rik,0,0
1700027F09Rik,0,0
Sult3a2,0,0
Fgr,175,122
Spata31d1a,0,0
BB287469,0,0
Zfp616,0,0
H2al2c,0,0
